sent	wordix	word	FFD	GD	GPT	TRT	nFix
0	0	Presents	137.0909090909091	166.1818181818182	166.1818181818182	388.54545454545456	2.727272727272727
0	1	a	61.90909090909091	61.90909090909091	169.36363636363637	90.27272727272727	0.9090909090909091
0	2	good	92.45454545454545	111.81818181818181	225.9090909090909	316.09090909090907	2.727272727272727
0	3	case	114.9090909090909	164.0909090909091	261.45454545454544	262.90909090909093	1.9090909090909092
0	4	while	124.54545454545455	163.9090909090909	323.0	290.6363636363636	2.4545454545454546
0	5	failing	105.45454545454545	174.0909090909091	210.8181818181818	400.27272727272725	3.1818181818181817
0	6	to	54.72727272727273	54.72727272727273	70.45454545454545	75.9090909090909	0.7272727272727273
0	7	provide	147.54545454545453	166.63636363636363	183.1818181818182	311.27272727272725	2.4545454545454546
0	8	a	34.36363636363637	34.36363636363637	34.36363636363637	59.27272727272727	0.5454545454545454
0	9	reason	125.18181818181819	204.0	285.6363636363636	348.0	2.909090909090909
0	10	for	38.18181818181818	45.0	45.0	45.0	0.45454545454545453
0	11	us	12.909090909090908	12.909090909090908	12.909090909090908	12.909090909090908	0.09090909090909091
0	12	to	77.0909090909091	85.72727272727273	178.0	110.0909090909091	0.8181818181818182
0	13	care	102.72727272727273	114.63636363636364	324.8181818181818	227.63636363636363	1.9090909090909092
0	14	beyond	92.72727272727273	113.0	544.3636363636364	248.63636363636363	2.272727272727273
0	15	the	25.818181818181817	25.818181818181817	25.818181818181817	34.18181818181818	0.36363636363636365
0	16	very	100.0909090909091	123.9090909090909	138.27272727272728	204.9090909090909	1.7272727272727273
0	17	basic	113.36363636363636	135.63636363636363	218.9090909090909	222.72727272727272	2.0
0	18	dictums	114.27272727272727	180.8181818181818	204.8181818181818	301.45454545454544	2.3636363636363638
0	19	of	54.81818181818182	54.81818181818182	54.81818181818182	54.81818181818182	0.45454545454545453
0	20	human	117.81818181818181	130.1818181818182	309.54545454545456	219.45454545454547	1.6363636363636365
0	21	decency.	116.27272727272727	123.27272727272727	1341.4545454545455	164.63636363636363	1.2727272727272727
1	0	Beautifully	98.0909090909091	147.9090909090909	147.9090909090909	244.27272727272728	2.1818181818181817
1	1	crafted,	125.0	194.0	218.0	367.0	2.909090909090909
1	2	engaging	133.63636363636363	177.9090909090909	284.90909090909093	443.27272727272725	2.909090909090909
1	3	filmmaking	117.0909090909091	182.36363636363637	281.45454545454544	298.8181818181818	2.4545454545454546
1	4	that	66.0	73.36363636363636	73.36363636363636	91.27272727272727	0.8181818181818182
1	5	should	127.81818181818181	144.8181818181818	234.63636363636363	187.8181818181818	1.4545454545454546
1	6	attract	105.36363636363636	136.54545454545453	136.54545454545453	165.8181818181818	1.4545454545454546
1	7	upscale	138.8181818181818	172.9090909090909	172.9090909090909	231.0	1.6363636363636365
1	8	audiences	128.0909090909091	201.8181818181818	315.27272727272725	299.72727272727275	2.090909090909091
1	9	hungry	152.36363636363637	160.0909090909091	193.36363636363637	271.54545454545456	2.0
1	10	for	48.45454545454545	48.45454545454545	68.45454545454545	80.9090909090909	0.7272727272727273
1	11	quality	125.45454545454545	147.1818181818182	205.9090909090909	186.9090909090909	1.3636363636363635
1	12	and	45.36363636363637	45.36363636363637	45.36363636363637	55.18181818181818	0.45454545454545453
1	13	a	46.81818181818182	46.81818181818182	46.81818181818182	56.63636363636363	0.5454545454545454
1	14	nostalgic,	122.9090909090909	215.9090909090909	301.1818181818182	321.45454545454544	2.5454545454545454
1	15	twisty	128.36363636363637	139.72727272727272	139.72727272727272	187.72727272727272	1.5454545454545454
1	16	yarn	62.54545454545455	62.54545454545455	62.54545454545455	62.54545454545455	0.45454545454545453
1	17	that	77.81818181818181	126.18181818181819	232.0909090909091	194.63636363636363	1.7272727272727273
1	18	will	75.54545454545455	75.54545454545455	141.8181818181818	106.36363636363636	0.9090909090909091
1	19	keep	83.0	83.0	128.27272727272728	133.0	1.1818181818181819
1	20	them	77.9090909090909	77.9090909090909	205.1818181818182	115.0909090909091	1.0909090909090908
1	21	guessing.	124.45454545454545	150.27272727272728	1163.090909090909	263.54545454545456	2.0
2	0	Bread,	144.45454545454547	164.27272727272728	164.27272727272728	236.0909090909091	1.4545454545454546
2	1	My	103.0909090909091	107.81818181818181	263.54545454545456	254.27272727272728	1.9090909090909092
2	2	Sweet	108.36363636363636	115.9090909090909	349.72727272727275	359.45454545454544	3.3636363636363638
2	3	has	88.72727272727273	118.9090909090909	118.9090909090909	156.27272727272728	1.2727272727272727
2	4	so	88.36363636363636	101.0909090909091	109.18181818181819	153.0	1.3636363636363635
2	5	many	96.63636363636364	96.63636363636364	127.0	184.36363636363637	1.6363636363636365
2	6	flaws	83.54545454545455	100.81818181818181	236.0909090909091	170.45454545454547	1.6363636363636365
2	7	it	35.27272727272727	35.27272727272727	35.27272727272727	35.27272727272727	0.36363636363636365
2	8	would	122.81818181818181	129.54545454545453	149.0	200.9090909090909	1.7272727272727273
2	9	be	45.72727272727273	45.72727272727273	45.72727272727273	54.81818181818182	0.5454545454545454
2	10	easy	100.45454545454545	124.18181818181819	221.45454545454547	200.9090909090909	1.9090909090909092
2	11	for	66.0909090909091	66.0909090909091	95.18181818181819	95.72727272727273	0.8181818181818182
2	12	critics	98.9090909090909	107.54545454545455	107.54545454545455	138.9090909090909	1.0909090909090908
2	13	to	104.9090909090909	104.9090909090909	190.27272727272728	155.45454545454547	1.3636363636363635
2	14	shred	140.0909090909091	170.36363636363637	976.0909090909091	269.3636363636364	2.1818181818181817
2	15	it.	71.54545454545455	71.54545454545455	382.45454545454544	79.45454545454545	0.5454545454545454
3	0	Slow,	133.8181818181818	141.9090909090909	141.9090909090909	250.63636363636363	1.9090909090909092
3	1	silly	108.63636363636364	160.36363636363637	239.63636363636363	349.27272727272725	2.8181818181818183
3	2	and	94.81818181818181	94.81818181818181	235.36363636363637	190.1818181818182	1.8181818181818181
3	3	unintentionally	182.72727272727272	312.1818181818182	399.90909090909093	828.0909090909091	5.636363636363637
3	4	hilarious.	150.0909090909091	198.1818181818182	1127.0	342.54545454545456	2.5454545454545454
4	0	Ultimately	112.18181818181819	198.8181818181818	198.8181818181818	507.54545454545456	3.909090909090909
4	1	feels	116.72727272727273	170.63636363636363	276.90909090909093	400.8181818181818	3.3636363636363638
4	2	emp11111ty	103.0	289.90909090909093	614.5454545454545	963.0	7.636363636363637
4	3	and	73.36363636363636	85.27272727272727	369.45454545454544	112.36363636363636	0.9090909090909091
4	4	unsatisfying,	138.63636363636363	297.54545454545456	631.7272727272727	533.6363636363636	4.0
4	5	like	51.81818181818182	56.45454545454545	124.0909090909091	77.63636363636364	0.7272727272727273
4	6	swallowing	103.45454545454545	229.36363636363637	361.27272727272725	259.45454545454544	2.3636363636363638
4	7	a	0.0	0.0	0.0	0.0	0.0
4	8	Communion	91.36363636363636	123.81818181818181	1248.3636363636363	323.09090909090907	3.090909090909091
4	9	wafer	134.9090909090909	139.9090909090909	205.1818181818182	181.27272727272728	1.3636363636363635
4	10	without	72.0909090909091	86.18181818181819	929.0	189.8181818181818	1.9090909090909092
4	11	the	78.36363636363636	78.36363636363636	499.0	98.72727272727273	0.6363636363636364
4	12	wine.	103.9090909090909	121.9090909090909	771.7272727272727	131.27272727272728	1.1818181818181819
5	0	Exudes	116.0	185.9090909090909	185.9090909090909	407.72727272727275	2.727272727272727
5	1	the	117.63636363636364	136.63636363636363	204.27272727272728	282.45454545454544	2.090909090909091
